Unnamed: 0,Date,Tweets,paper_text_processed,tweet_without_stopwords
2823,2021-05-09 10:27:35+00:00,"the cryptopunk floor price i 195 eth or $77K

punk are the only NFT that have kept pace with ether during it' face melting rally","the cryptopunk floor price is 195 eth or 77k

punks are the only nft that have kept pace with ether during it's face melting rally",cryptopunk floor price 195 eth 77k punk nft kept pace ether face melting rally
2839,2021-05-08 22:01:04+00:00,@tophotfund @PunkHot10 @matthall2000 @pent90 @beaniemaxi @gmoneyNFT @Loopifyyy @digitalartchick @jutintrimble @peruggia_v @punk4156 @SpottieWiFi Intriguing I didn’t know that being a poitive force in the community wa a Punk Value The fact that you’re celebrating that in each other and making friendly competition i really cool My repect for #cryptopunk owner jut went up a few level,@topshotfund @punkhot10 @matthall2000 @pents90 @beaniemaxi @gmoneynft @loopifyyy @digitalartchick @justintrimble @peruggia_v @punk4156 @spottiewifi intriguing i didn’t know that being a positive force in the community was a punk value the fact that you’re celebrating that in each other and making friendly competition is really cool my respect for cryptopunk owners just went up a few level,@topshotfund @punkhot10 @matthall2000 @pents90 @beaniemaxi @gmoneynft @loopifyyy @digitalartchick @justintrimble @peruggia_v @punk4156 @spottiewifi intriguing didn’t know positive force community value fact you’re celebrating making friendly competition really cool respect cryptopunk owner went level
2872,2021-05-08 04:54:25+00:00,@gl1tchart @beaniemaxi Had chain originally but had to remove them becaue chain are a Punk trait and thi cryptopunk doen't have them :D,@gl1tchart @beaniemaxi had chains originally but had to remove them because chains are a punk trait and this cryptopunk doesn't have them :d,@gl1tchart @beaniemaxi chain originally remove chain trait cryptopunk :d
2882,2021-05-07 21:35:19+00:00,Finally got around to changing my pfp to join the #cryptopunk fam 🎉 #NewProfilePic http://tco/Bi4E5Jm0Yu,finally got around to changing my pfp to join the cryptopunk fam 🎉 newprofilepic https://tco/bi4e5jm0yu,finally got around changing pfp join cryptopunk fam 🎉 newprofilepic https://tco/bi4e5jm0yu
2935,2021-05-07 02:51:49+00:00,"“Caue I got a really big team
And they need ome really big ring”

So happy and honoured to be part of the CryptoPunk family and looking forward to being part of many project in the pace A new chapter begin 🕺✨ http://tco/xLQuqu4SSw","“cause i got a really big team
and they need some really big rings”

so happy and honoured to be part of the cryptopunk family and looking forward to being part of many projects in the space a new chapter begins 🕺✨ https://tco/xlququ4ssw",“cause got really big team need really big rings” happy honoured part cryptopunk family looking forward part many project space new chapter begin 🕺✨ https://tco/xlququ4ssw
2992,2021-05-06 14:17:34+00:00,"@CryptoRare Help thi man tet hi aweome new punk-value-increaing project  

If you have a cryptopunk epecially  

🎉🎉👑","@cryptorares help this man test his awesome new punk-value-increasing project  

if you have a cryptopunk especially  

🎉🎉👑",@cryptorares help man test awesome new punk-value-increasing project cryptopunk especially 🎉🎉👑
3038,2021-05-05 16:31:44+00:00,it not bubble it i big art movement if u dont learn crypto u will literally die in 3 year while artit etablih new world order waffle waffle waffle ethereum to the moon 😂😂😂😂 cryptopunk future big money what doe NFT mean i am doing thi for engagement,its not bubble it is big art movement if u dont learn crypto u will literally die in 3 years while artists establish new world order waffle waffle waffle ethereum to the moon 😂😂😂😂 cryptopunk future big money what does nft mean i am doing this for engagement,bubble big art movement dont learn crypto literally die 3 year artist establish new world order waffle waffle waffle ethereum moon 😂😂😂😂 cryptopunk future big money nft mean engagement
3039,2021-05-05 16:25:20+00:00,"So far I’ve een two extremely viable long term NFT play:

1 Gift to cryptopunk owner including them in your marketing trategy

2 Intentionally exclude cryptopunk owner getting them to ape into the project with FOMO and work 2x harder to hype it up","o far i’ve seen two extremely viable long term nft plays:

1 gift to cryptopunk owners including them in your marketing strategy

2 intentionally exclude cryptopunk owners getting them to ape into the project with fomo and work 2x harder to hype it up",far i’ve seen two extremely viable long term nft plays: 1 gift cryptopunk owner including marketing strategy 2 intentionally exclude cryptopunk owner getting ape project fomo work 2x harder hype
3056,2021-05-05 04:24:06+00:00,I kind of want to trade legal ervice for like 5 year with obviou limitation for the right cryptopunk Bullih on all punk and punk related project Really wih I had been $25k liquid when that wa the floor Now I expect $50k+ floor to maybe hold forever,i kind of want to trade legal services for like 5 years with obvious limitations for the right cryptopunk bullish on all punks and punk related projects really wish i had been 25k liquid when that was the floor now i expect 50k+ floor to maybe hold forever,kind want trade legal service like 5 year obvious limitation right cryptopunk bullish punk related project really wish 25k liquid floor expect 50k+ floor maybe hold forever
3064,2021-05-04 23:20:23+00:00,"I'm tired of pretending it' okey that low effort cryptopunk imitation are making more ale than artit that are actually putting in hard work
I'm not talking about pixel avatar I'm talking about cryptopunk with Photohop filter","i'm tired of pretending it's okey that low effort cryptopunk imitations are making more sales than artists that are actually putting in hard work
i'm not talking about pixel avatars i'm talking about cryptopunk with photoshop filter",tired pretending okey low effort cryptopunk imitation making sale artist actually putting hard work talking pixel avatar talking cryptopunk photoshop filter
3083,2021-05-04 15:57:12+00:00,@NFTland Right 😆 will be intereting once digital wearable really take off If you could keep ay your CryptoPunk avi but dre it up w/ a cool wearable I thi happening 💯 @genie @E1337_Pro,@nftland right 😆 will be interesting once digital wearables really take off if you could keep say your cryptopunk avi but dress it up w/ a cool wearable is this happening 💯 @genies @e1337_pro,@nftland right 😆 interesting digital wearable really take could keep say cryptopunk avi dress w/ cool wearable happening 💯 @genies @e1337_pro
