,date,from,to,eth_price,punk_id,type,gender,skin_tone,attr_count,attributes,skin_tone_color,img_url
13535,4/23/21,5721,5113,24.5,3059,Human,Female,Dark,2,"['Headband', 'Earring']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3059.png
2588,2/2/18,188,1146,0.05,3062,Human,Male,Light,3,"['Luxurious Beard', 'Earring', 'Shaved Head']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3062.png
12972,3/16/21,3392,3077,40.99,3064,Human,Male,Light,3,"['Earring', 'Horned Rim Glasses', 'Cowboy Hat']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3064.png
12973,7/30/21,3077,5539,56,3064,Human,Male,Light,3,"['Earring', 'Horned Rim Glasses', 'Cowboy Hat']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3064.png
12974,8/12/21,5539,345,100,3064,Human,Male,Light,3,"['Earring', 'Horned Rim Glasses', 'Cowboy Hat']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3064.png
12975,4/27/22,345,5972,129.99,3064,Human,Male,Light,3,"['Earring', 'Horned Rim Glasses', 'Cowboy Hat']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3064.png
6055,1/4/20,1303,4411,0.49,3067,Human,Male,Dark,4,"['Earring', 'Horned Rim Glasses', 'Goat', 'Do-rag']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3067.png
6056,7/30/21,3390,1291,0,3067,Human,Male,Dark,4,"['Earring', 'Horned Rim Glasses', 'Goat', 'Do-rag']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3067.png
4161,2/22/19,1303,2555,0.33,3069,Human,Male,Dark,2,"['Knitted Cap', 'Eye Patch']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3069.png
4191,3/15/19,1303,5335,0.35,3072,Human,Male,Medium,3,"['Big Shades', 'Earring', 'Shaved Head']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3072.png
2313,1/8/18,3242,1817,0.09,3073,Human,Male,Light,3,"['Bandana', 'Eye Mask', 'Big Beard']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3073.png
6147,1/6/20,1892,3862,0.79,3075,Human,Male,Light,3,"['Eye Mask', 'Pipe', 'Do-rag']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3075.png
8839,9/24/20,5804,2164,2.79,3080,Human,Male,Light,3,"['Front Beard', 'Cap Forward', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3080.png
8840,9/28/20,2164,772,5,3080,Human,Male,Light,3,"['Front Beard', 'Cap Forward', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3080.png
8841,12/23/20,772,1275,4,3080,Human,Male,Light,3,"['Front Beard', 'Cap Forward', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3080.png
8842,1/10/21,1275,3604,4.6,3080,Human,Male,Light,3,"['Front Beard', 'Cap Forward', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3080.png
8843,1/12/22,4239,3096,60,3080,Human,Male,Light,3,"['Front Beard', 'Cap Forward', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3080.png
8844,1/14/22,2642,890,67.95,3080,Human,Male,Light,3,"['Front Beard', 'Cap Forward', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3080.png
8473,9/13/20,1303,4990,1.4,3081,Human,Male,Light,2,"['Classic Shades', 'Knitted Cap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3081.png
8474,4/18/21,5795,2169,21.97,3081,Human,Male,Light,2,"['Classic Shades', 'Knitted Cap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3081.png
8475,7/28/21,2169,1799,29.5,3081,Human,Male,Light,2,"['Classic Shades', 'Knitted Cap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3081.png
7456,5/22/20,1303,2970,1.2,3082,Human,Female,Light,3,"['Black Lipstick', 'Clown Eyes Green', 'Mohawk Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3082.png
7457,12/22/20,2970,744,4.5,3082,Human,Female,Light,3,"['Black Lipstick', 'Clown Eyes Green', 'Mohawk Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3082.png
7458,7/30/21,3390,1291,0,3082,Human,Female,Light,3,"['Black Lipstick', 'Clown Eyes Green', 'Mohawk Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3082.png
11069,2/16/21,3392,5654,18,3083,Human,Male,Dark,2,"['Chinstrap', 'Cowboy Hat']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3083.png
11070,2/18/21,5654,5357,19.5,3083,Human,Male,Dark,2,"['Chinstrap', 'Cowboy Hat']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3083.png
11071,2/21/21,2149,1818,20.5,3083,Human,Male,Dark,2,"['Chinstrap', 'Cowboy Hat']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3083.png
12664,3/12/21,3392,4801,27.99,3084,Human,Female,Light,4,"['Black Lipstick', 'Regular Shades', 'Rosy Cheeks', 'Mohawk Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3084.png
12665,4/27/21,4801,537,32,3084,Human,Female,Light,4,"['Black Lipstick', 'Regular Shades', 'Rosy Cheeks', 'Mohawk Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3084.png
12666,8/28/21,5756,2991,150,3084,Human,Female,Light,4,"['Black Lipstick', 'Regular Shades', 'Rosy Cheeks', 'Mohawk Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3084.png
12667,6/20/22,3017,3305,79.99,3084,Human,Female,Light,4,"['Black Lipstick', 'Regular Shades', 'Rosy Cheeks', 'Mohawk Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3084.png
9404,10/4/20,4738,4932,0,3086,Human,Male,Medium,3,"['Cap', 'Regular Shades', 'Mole']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3086.png
9405,2/25/21,3768,1736,25.9,3086,Human,Male,Medium,3,"['Cap', 'Regular Shades', 'Mole']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3086.png
9406,7/30/21,1736,1015,26.99,3086,Human,Male,Medium,3,"['Cap', 'Regular Shades', 'Mole']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3086.png
9407,8/23/21,1015,5643,84.2,3086,Human,Male,Medium,3,"['Cap', 'Regular Shades', 'Mole']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3086.png
17601,4/10/22,5744,361,220,3088,Human,Male,Dark,4,"['Normal Beard Black', 'Earring', 'Top Hat', 'VR']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3088.png
14025,4/14/21,3916,2670,25,3091,Human,Male,Albino,3,"['Peak Spike', 'Muttonchops', 'Classic Shades']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3091.png
14026,5/30/22,2670,3096,44.99,3091,Human,Male,Albino,3,"['Peak Spike', 'Muttonchops', 'Classic Shades']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3091.png
14027,6/14/22,4282,2359,49.95,3091,Human,Male,Albino,3,"['Peak Spike', 'Muttonchops', 'Classic Shades']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3091.png
7314,5/22/20,1532,6083,1.45,3092,Human,Female,Light,2,"['Green Eye Shadow', 'Headband']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3092.png
7315,2/21/21,6083,4729,20,3092,Human,Female,Light,2,"['Green Eye Shadow', 'Headband']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3092.png
7316,8/11/21,5639,914,60,3092,Human,Female,Light,2,"['Green Eye Shadow', 'Headband']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3092.png
1100,7/18/17,4540,2864,0.39,3094,Human,Male,Light,4,"['Stringy Hair', 'Buck Teeth', 'Muttonchops', 'Classic Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3094.png
1101,10/2/18,336,6172,0.48,3094,Human,Male,Light,4,"['Stringy Hair', 'Buck Teeth', 'Muttonchops', 'Classic Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3094.png
10211,2/3/21,6435,5804,5,3095,Human,Male,Medium,3,"['Cigarette', 'Normal Beard Black', 'Knitted Cap']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3095.png
10212,2/5/21,5804,5287,5.99,3095,Human,Male,Medium,3,"['Cigarette', 'Normal Beard Black', 'Knitted Cap']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3095.png
10213,7/21/21,5287,2098,30,3095,Human,Male,Medium,3,"['Cigarette', 'Normal Beard Black', 'Knitted Cap']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3095.png
10214,5/6/22,6183,1040,0,3095,Human,Male,Medium,3,"['Cigarette', 'Normal Beard Black', 'Knitted Cap']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3095.png
6864,5/8/20,1892,611,3.59,3096,Human,Female,Medium,4,"['Vape', 'Pink With Hat', 'Earring', 'Clown Eyes Blue']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3096.png
4425,5/6/19,5223,4411,0.5,3097,Human,Male,Medium,3,"['Police Cap', 'Earring', 'Normal Beard']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3097.png
4426,4/8/21,682,580,22.7,3097,Human,Male,Medium,3,"['Police Cap', 'Earring', 'Normal Beard']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3097.png
4427,4/19/21,580,345,22.99,3097,Human,Male,Medium,3,"['Police Cap', 'Earring', 'Normal Beard']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3097.png
4428,8/1/21,345,2878,33.99,3097,Human,Male,Medium,3,"['Police Cap', 'Earring', 'Normal Beard']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3097.png
4429,8/1/21,2878,4408,42.69,3097,Human,Male,Medium,3,"['Police Cap', 'Earring', 'Normal Beard']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3097.png
4430,9/23/21,4408,980,115,3097,Human,Male,Medium,3,"['Police Cap', 'Earring', 'Normal Beard']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3097.png
6043,1/4/20,1303,4411,0.5,3099,Human,Male,Light,4,"['Bandana', 'Spots', 'Chinstrap', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3099.png
6044,9/25/20,4411,89,4.11,3099,Human,Male,Light,4,"['Bandana', 'Spots', 'Chinstrap', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3099.png
10877,2/15/21,5480,1745,19.9,3102,Human,Female,Medium,2,"['Pink With Hat', 'Clown Eyes Green']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3102.png
15937,7/31/21,3392,2631,28.99,3103,Human,Male,Dark,2,"['Shadow Beard', 'Clown Hair Green']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3103.png
1386,7/29/17,2794,6162,0.275,3104,Human,Male,Dark,2,"['Horned Rim Glasses', 'Mohawk Dark']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3104.png
1387,1/23/20,1892,512,0.65,3104,Human,Male,Dark,2,"['Horned Rim Glasses', 'Mohawk Dark']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3104.png
1388,5/24/20,512,992,1.08,3104,Human,Male,Dark,2,"['Horned Rim Glasses', 'Mohawk Dark']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3104.png
1389,5/27/20,992,2166,1.3,3104,Human,Male,Dark,2,"['Horned Rim Glasses', 'Mohawk Dark']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3104.png
1390,6/17/20,2166,385,0.99,3104,Human,Male,Dark,2,"['Horned Rim Glasses', 'Mohawk Dark']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3104.png
1391,8/4/20,385,436,0.79,3104,Human,Male,Dark,2,"['Horned Rim Glasses', 'Mohawk Dark']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3104.png
1392,9/10/20,4598,5117,0.99,3104,Human,Male,Dark,2,"['Horned Rim Glasses', 'Mohawk Dark']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3104.png
5983,1/4/20,2360,3861,5,3106,Human,Male,Dark,2,"['Beanie', 'Shadow Beard']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3106.png
5984,1/10/21,3861,1919,33.99,3106,Human,Male,Dark,2,"['Beanie', 'Shadow Beard']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3106.png
5985,1/24/21,1919,512,29.99,3106,Human,Male,Dark,2,"['Beanie', 'Shadow Beard']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3106.png
5986,2/5/21,512,425,44,3106,Human,Male,Dark,2,"['Beanie', 'Shadow Beard']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3106.png
5987,3/16/21,425,5908,240,3106,Human,Male,Dark,2,"['Beanie', 'Shadow Beard']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3106.png
9671,12/25/20,5480,135,60,3107,Human,Male,Dark,3,"['Beanie', 'Earring', 'Big Beard']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3107.png
9672,1/7/21,135,5655,0,3107,Human,Male,Dark,3,"['Beanie', 'Earring', 'Big Beard']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3107.png
11135,2/17/21,5480,6168,13.99,3109,Human,Female,Medium,3,"['Cap', 'Purple Lipstick', 'Nerd Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3109.png
11136,3/17/21,6168,2154,32.99,3109,Human,Female,Medium,3,"['Cap', 'Purple Lipstick', 'Nerd Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3109.png
11137,7/22/21,2154,5251,28,3109,Human,Female,Medium,3,"['Cap', 'Purple Lipstick', 'Nerd Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3109.png
1200,7/20/17,2194,4540,0.3,3110,Human,Female,Dark,3,"['Bandana', 'Earring', 'Clown Eyes Blue']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3110.png
1201,8/12/17,4540,3893,0.18,3110,Human,Female,Dark,3,"['Bandana', 'Earring', 'Clown Eyes Blue']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3110.png
10301,2/5/21,4269,2848,16.4,3111,Human,Female,Albino,1,['Knitted Cap'],#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3111.png
14535,5/3/21,859,4916,23.97,3113,Human,Female,Dark,3,"['Dark Hair', 'Purple Lipstick', 'Clown Eyes Blue']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3113.png
14536,7/12/21,3096,5397,18.8,3113,Human,Female,Dark,3,"['Dark Hair', 'Purple Lipstick', 'Clown Eyes Blue']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3113.png
14537,7/19/21,2895,3096,19,3113,Human,Female,Dark,3,"['Dark Hair', 'Purple Lipstick', 'Clown Eyes Blue']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3113.png
14538,7/19/21,3096,3779,19.65,3113,Human,Female,Dark,3,"['Dark Hair', 'Purple Lipstick', 'Clown Eyes Blue']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3113.png
14539,7/21/21,3779,4907,21,3113,Human,Female,Dark,3,"['Dark Hair', 'Purple Lipstick', 'Clown Eyes Blue']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3113.png
14540,8/27/21,4907,5433,90,3113,Human,Female,Dark,3,"['Dark Hair', 'Purple Lipstick', 'Clown Eyes Blue']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3113.png
13936,4/13/21,5795,345,21.47,3114,Human,Male,Dark,2,"['Classic Shades', 'Knitted Cap']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3114.png
13937,4/15/21,345,1443,23.99,3114,Human,Male,Dark,2,"['Classic Shades', 'Knitted Cap']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3114.png
13938,4/30/22,1443,2374,66.66,3114,Human,Male,Dark,2,"['Classic Shades', 'Knitted Cap']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3114.png
1119,7/19/17,2194,2601,0.3,3115,Human,Male,Medium,3,"['Mohawk Thin', 'Goat', 'Regular Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3115.png
2235,12/27/17,3242,3982,0.1,3117,Human,Male,Light,3,"['Frown', 'Crazy Hair', 'Regular Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3117.png
2236,8/1/21,3982,4523,50,3117,Human,Male,Light,3,"['Frown', 'Crazy Hair', 'Regular Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3117.png
2237,8/15/21,4523,2834,63.5,3117,Human,Male,Light,3,"['Frown', 'Crazy Hair', 'Regular Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3117.png
14548,5/3/21,859,2750,23.97,3118,Human,Female,Medium,2,"['Knitted Cap', 'Hot Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3118.png
14549,1/25/22,4981,1291,0,3118,Human,Female,Medium,2,"['Knitted Cap', 'Hot Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3118.png
14550,1/25/22,2750,4981,0,3118,Human,Female,Medium,2,"['Knitted Cap', 'Hot Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3118.png
4277,4/7/19,5377,2913,0.5,3120,Human,Male,Medium,3,"['Cap Forward', 'Front Beard Dark', 'Medical Mask']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3120.png
711,7/7/17,1406,3828,0.29,3121,Human,Male,Light,2,"['Stringy Hair', 'Eye Mask']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3121.png
16061,8/1/21,3601,1408,40,3123,Human,Male,Dark,4,"['Cigarette', 'Cap', 'Muttonchops', 'Small Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3123.png
16062,8/6/21,1408,4891,65,3123,Human,Male,Dark,4,"['Cigarette', 'Cap', 'Muttonchops', 'Small Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3123.png
9571,11/24/20,1808,135,4,3125,Human,Female,Light,3,"['Classic Shades', 'Half Shaved', 'Purple Lipstick']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3125.png
9572,12/23/20,3823,5393,5,3125,Human,Female,Light,3,"['Classic Shades', 'Half Shaved', 'Purple Lipstick']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3125.png
9573,2/21/21,4916,4451,20,3125,Human,Female,Light,3,"['Classic Shades', 'Half Shaved', 'Purple Lipstick']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3125.png
9574,2/22/21,4451,1490,27.25,3125,Human,Female,Light,3,"['Classic Shades', 'Half Shaved', 'Purple Lipstick']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3125.png
7571,5/24/20,1532,6163,1.74,3126,Human,Female,Light,2,"['Black Lipstick', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3126.png
7572,4/20/21,6163,483,49.99,3126,Human,Female,Light,2,"['Black Lipstick', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3126.png
9986,1/25/21,1406,3733,4.87,3128,Human,Male,Albino,3,"['Messy Hair', 'Earring', 'Regular Shades']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3128.png
14588,5/5/21,1892,4648,32.5,3129,Human,Male,Dark,3,"['Vampire Hair', 'Chinstrap', 'VR']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3129.png
14589,5/5/21,3216,1892,30,3129,Human,Male,Dark,3,"['Vampire Hair', 'Chinstrap', 'VR']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3129.png
3724,11/27/18,1303,4108,0.2,3130,Human,Male,Medium,5,"['Muttonchops', 'Earring', 'Rosy Cheeks', 'Small Shades', 'Mohawk Dark']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3130.png
2334,1/12/18,1303,6141,0.08,3132,Human,Male,Albino,2,"['Nerd Glasses', 'Shaved Head']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3132.png
2335,8/23/21,6141,5982,71,3132,Human,Male,Albino,2,"['Nerd Glasses', 'Shaved Head']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3132.png
2336,8/28/21,5982,1570,115,3132,Human,Male,Albino,2,"['Nerd Glasses', 'Shaved Head']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3132.png
2337,4/29/22,1570,1040,0,3132,Human,Male,Albino,2,"['Nerd Glasses', 'Shaved Head']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3132.png
4567,5/6/19,1303,4411,0.45,3133,Human,Male,Light,2,"['Front Beard Dark', 'Crazy Hair']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3133.png
4568,2/14/21,3861,6168,9.49,3133,Human,Male,Light,2,"['Front Beard Dark', 'Crazy Hair']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3133.png
4569,3/20/21,6168,4365,22.49,3133,Human,Male,Light,2,"['Front Beard Dark', 'Crazy Hair']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3133.png
4570,5/27/22,5216,1939,51,3133,Human,Male,Light,2,"['Front Beard Dark', 'Crazy Hair']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3133.png
29,6/23/17,1406,166,0.01,3134,Human,Male,Medium,3,"['Gold Chain', 'Crazy Hair', 'Regular Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3134.png
12838,3/13/21,4791,262,27,3137,Human,Male,Medium,3,"['Messy Hair', 'Big Shades', 'Normal Beard']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3137.png
3842,12/13/18,1303,166,0.255,3140,Human,Female,Light,2,"['Black Lipstick', 'Mohawk Thin']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3140.png
3843,9/25/20,5748,1053,4,3140,Human,Female,Light,2,"['Black Lipstick', 'Mohawk Thin']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3140.png
8749,9/21/20,5258,89,3.141592654,3141,Human,Male,Medium,3,"['Normal Beard Black', 'Mohawk Thin', 'Nerd Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3141.png
11639,2/21/21,682,4549,19.49,3142,Human,Male,Light,3,"['Goat', 'Do-rag', 'Small Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3142.png
11640,2/21/21,859,682,14.63,3142,Human,Male,Light,3,"['Goat', 'Do-rag', 'Small Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3142.png
11641,8/1/21,4954,5919,34.1,3142,Human,Male,Light,3,"['Goat', 'Do-rag', 'Small Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3142.png
11642,8/1/21,598,4954,35,3142,Human,Male,Light,3,"['Goat', 'Do-rag', 'Small Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3142.png
11643,7/9/22,5919,896,79.69,3142,Human,Male,Light,3,"['Goat', 'Do-rag', 'Small Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3142.png
7804,5/27/20,5971,3817,1.25789,3143,Human,Male,Dark,3,"['Handlebars', 'Earring', 'Shaved Head']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3143.png
7805,6/11/20,3817,2638,1,3143,Human,Male,Dark,3,"['Handlebars', 'Earring', 'Shaved Head']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3143.png
7806,9/14/20,5804,3357,1.69,3143,Human,Male,Dark,3,"['Handlebars', 'Earring', 'Shaved Head']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3143.png
7807,6/30/21,3922,1291,0,3143,Human,Male,Dark,3,"['Handlebars', 'Earring', 'Shaved Head']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3143.png
7808,7/21/21,3499,1291,0,3143,Human,Male,Dark,3,"['Handlebars', 'Earring', 'Shaved Head']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3143.png
5935,1/3/20,1892,3357,1,3144,Human,Male,Dark,2,"['Normal Beard Black', 'Cowboy Hat']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3144.png
3793,12/7/18,1303,3391,0.255,3145,Human,Male,Albino,3,"['Do-rag', 'Eye Patch', 'Mole']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3145.png
3794,2/20/21,5438,1204,14.95,3145,Human,Male,Albino,3,"['Do-rag', 'Eye Patch', 'Mole']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3145.png
3795,3/16/21,1204,171,22,3145,Human,Male,Albino,3,"['Do-rag', 'Eye Patch', 'Mole']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3145.png
2089,12/13/17,1303,3549,0.11,3146,Human,Male,Medium,2,"['Peak Spike', 'Vape']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3146.png
15976,7/31/21,4753,5243,31.47,3147,Human,Male,Light,3,"['Bandana', 'Goat', 'Small Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3147.png
6563,2/16/20,1303,6334,1.05,3149,Human,Female,Medium,3,"['Black Lipstick', 'Mohawk', 'Purple Eye Shadow']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3149.png
6564,6/18/22,6179,6319,56.4,3149,Human,Female,Medium,3,"['Black Lipstick', 'Mohawk', 'Purple Eye Shadow']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3149.png
6565,6/18/22,6334,6179,50.99,3149,Human,Female,Medium,3,"['Black Lipstick', 'Mohawk', 'Purple Eye Shadow']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3149.png
6566,6/20/22,6319,3796,68.8,3149,Human,Female,Medium,3,"['Black Lipstick', 'Mohawk', 'Purple Eye Shadow']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3149.png
6567,6/25/22,3796,3096,63,3149,Human,Female,Medium,3,"['Black Lipstick', 'Mohawk', 'Purple Eye Shadow']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3149.png
6568,7/8/22,3096,3416,68.95,3149,Human,Female,Medium,3,"['Black Lipstick', 'Mohawk', 'Purple Eye Shadow']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3149.png
12869,3/15/21,859,4791,21.97,3150,Human,Male,Dark,2,"['Mohawk', 'Eye Patch']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3150.png
12870,3/24/21,5695,4257,19.91,3150,Human,Male,Dark,2,"['Mohawk', 'Eye Patch']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3150.png
12871,4/22/21,5795,3401,18.97,3150,Human,Male,Dark,2,"['Mohawk', 'Eye Patch']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3150.png
